ID,NameNoAuthors,LongitudeDecimal,LatitudeDecimal
186337,Synsepalum congolense,10.3,-2.966666667
186338,Synsepalum congolense,9.933333333,-2.7
186644,Allexis batangae,10.1304,2.83292
186339,Synsepalum congolense,10.18,-2.793333333
186341,Costus ligularis,12.43944,-4.23139
186344,Costus tappenbeckianus,9.9,3.58333
186345,Crotonogyne zenkeri,10.01666667,2.783333333
186346,Crotonogyne zenkeri,10.01666667,2.783333333
186645,Allexis batangae,10,2.85
186340,Synsepalum congolense,10.65,-3.416666667
186347,Crotonogyne zenkeri,10.01666667,2.8
186348,Crotonogyne zenkeri,10.01666667,2.8
186349,Crotonogyne parvifolia,11.95,-0.083333333
186646,Allexis batangae,10,2.85
186647,Allexis batangae,9.9,2.866667
186648,Allexis batangae,9.9,2.866667
186649,Allexis batangae,9.963,2.8965
186350,Crotonogyne gabunensis,10.33333333,-2.25
186351,Crotonogyne gabunensis,11.45,-3.783333333
186352,Crotonogyne gabunensis,9.83333,0.7
186353,Crotonogyne gabunensis,10.45,-2.4
186650,Allexis batangae,9.916667,2.933333
186651,Allexis batangae,9.9,2.95
171321,Craterispermum ledermannii,9.333333333,0.533333333
171322,Craterispermum ledermannii,9.35,0.55
171324,Craterispermum ledermannii,9.45,0.566666667
171325,Craterispermum ledermannii,10.56666667,-0.783333333
171326,Craterispermum ledermannii,9.95,0.366666667
171327,Craterispermum ledermannii,11.4167,-2.91667
171328,Craterispermum ledermannii,10.45083333,-2.116666667
171329,Craterispermum ledermannii,11.82126667,-1.925277778
171332,Craterispermum ledermannii,9.45,0.383333333
171333,Craterispermum ledermannii,9.333333333,0.583333333
171337,Craterispermum ledermannii,10.49429,3.25753
171339,Craterispermum ledermannii,9.483333333,-1.9
171340,Craterispermum ledermannii,9.916666667,-2
171342,Craterispermum ledermannii,9.316666667,0.5
171343,Craterispermum ledermannii,9.85,-1.096388889
171344,Craterispermum ledermannii,10.42,3.08333
171345,Craterispermum ledermannii,9.8938,2.78841
171346,Craterispermum ledermannii,9.833333333,-0.323333333
171347,Craterispermum ledermannii,9.533333,1.45
171348,Craterispermum ledermannii,10.3833,3.08333
171349,Craterispermum ledermannii,10.3,0.4
171350,Craterispermum ledermannii,10.53344,2.75705
171354,Craterispermum ledermannii,9.971722222,2.796861111
171355,Craterispermum ledermannii,10.4926,3.256816667
171356,Craterispermum ledermannii,10.63333333,1.633333333
171357,Craterispermum ledermannii,10.42,3.08333
171358,Craterispermum ledermannii,9.866666667,1.183333333
171359,Craterispermum ledermannii,9.933333333,1.35
171360,Craterispermum ledermannii,10.46666667,1.583333333
171361,Craterispermum ledermannii,10.4,3.166666667
171362,Craterispermum ledermannii,9.846666667,-2
171363,Craterispermum ledermannii,9.933333333,3
171364,Craterispermum ledermannii,10.5009333,0.4770333
171365,Craterispermum ledermannii,10.41027778,3.133888889
171366,Craterispermum ledermannii,10.41805556,3.147777778
171367,Craterispermum ledermannii,10.71083333,3.363888889
171368,Craterispermum ledermannii,10.73388889,3.344166667
171369,Craterispermum ledermannii,10.1198887,1.6092235
171370,Craterispermum ledermannii,10.42,3.08333
171371,Craterispermum ledermannii,10.57833333,3.228055556
171372,Craterispermum ledermannii,10.42,3.08333
171373,Craterispermum ledermannii,10.58138889,3.228333333
171374,Craterispermum ledermannii,9.966666667,3.016666667
171375,Craterispermum ledermannii,9.916666667,2.933333333
171376,Craterispermum ledermannii,10.52472222,3.181111111
171377,Craterispermum ledermannii,10.42,3.08333
171378,Craterispermum ledermannii,10.47933333,3.143733333
171379,Craterispermum ledermannii,10.42,3.08333
171380,Craterispermum ledermannii,9.983333333,2.983333333
171381,Craterispermum ledermannii,10.53683056,2.75075
171382,Craterispermum ledermannii,9.9,2.866666667
171383,Craterispermum ledermannii,13,-1.166667
171385,Craterispermum ledermannii,12.78666667,-0.32333
171386,Craterispermum ledermannii,9.45,0.566666667
171387,Craterispermum ledermannii,9.716666667,0.616666667
171389,Craterispermum ledermannii,10.29611111,2.460277778
171390,Craterispermum ledermannii,9.483333333,0.416666667
171391,Craterispermum ledermannii,10.65,-3.416666667
171393,Craterispermum ledermannii,9.45,0.566666667
171394,Craterispermum ledermannii,9.45,0.566666667
171395,Craterispermum ledermannii,9.45,0.566666667
171396,Craterispermum ledermannii,9.45,0.383333333
171397,Craterispermum ledermannii,10.55,-0.6
171399,Craterispermum ledermannii,10.31145,1.661133333
171400,Craterispermum ledermannii,10.53666667,-0.4925
171401,Craterispermum ledermannii,10.8754333,-1.3746167
171402,Craterispermum ledermannii,10.8754333,-1.3746167
171403,Craterispermum ledermannii,9.45,0.566666667
171405,Craterispermum ledermannii,10.41833333,-1.925277778
171406,Craterispermum ledermannii,10.36166667,0.63
171408,Craterispermum ledermannii,10.525,2.734444444
171409,Craterispermum ledermannii,10.34666667,2.302222222
171410,Craterispermum ledermannii,9.45,0.383333333
171413,Craterispermum parvifolium,9.466666667,1.35
171414,Craterispermum parvifolium,10.26473,2.70403
171415,Craterispermum parvifolium,10.42,3.08333
171416,Craterispermum parvifolium,9.944883333,2.33815
171417,Craterispermum parvifolium,9.94285,2.343466667
171418,Craterispermum parvifolium,10.09777778,2.2525
171419,Craterispermum parvifolium,9.8,2.25
171421,Craterispermum parvifolium,10.09249,1.60934
171422,Craterispermum parvifolium,10.51666667,2.733333333
171423,Craterispermum parvifolium,10.5043,0.467966667
171424,Craterispermum parvifolium,9.904722222,2.376944444
171425,Craterispermum parvifolium,10.66027778,3.3375
171426,Craterispermum parvifolium,10.00419167,2.799580556
171427,Craterispermum parvifolium,10.01777778,2.793916667
171428,Craterispermum parvifolium,10.42,3.08333
171510,Craterispermum ledermannii,10.5397,2.74813
171511,Craterispermum ledermannii,10.54698,2.75533
171512,Craterispermum ledermannii,9.45,0.566666667
171514,Craterispermum ledermannii,11.41666667,-1.916666667
171517,Craterispermum ledermannii,10.88333333,-0.566666667
171518,Craterispermum ledermannii,9.45,0.383333333
171519,Craterispermum ledermannii,9.45,0.566666667
171520,Craterispermum ledermannii,10.5,-2.91667
171540,Craterispermum sonkeanum,10.04551,1.60228
171541,Craterispermum sonkeanum,10.2,0.883333333
171542,Craterispermum sonkeanum,10.03688333,1.598166667
171543,Craterispermum sonkeanum,10.04551,1.60228
171544,Craterispermum sonkeanum,10.03333333,1.616666667
171545,Craterispermum sonkeanum,10.03688333,1.5981667
171546,Craterispermum sonkeanum,10.26166667,0.496666667
171547,Craterispermum sonkeanum,10.5,0.5
171548,Craterispermum sonkeanum,10.0762,1.624066667
171549,Craterispermum sonkeanum,10.26983,1.75657
171550,Craterispermum sonkeanum,10.5,0.5
171564,Murdannia allardii,14.8,-4.6
171961,Hunteria oxyantha,12.7833,0.566667
171962,Hunteria oxyantha,12.8667,0.566667
171963,Hunteria oxyantha,12.75,0.5
171964,Hunteria oxyantha,11.25,0.666667
171812,Rinorea letouzeyi,10.2,3.25
171813,Rinorea letouzeyi,10.06667,3.583333
171814,Rinorea letouzeyi,10.06667,3.583333
171815,Rinorea letouzeyi,10.055,3.91683
171816,Rinorea letouzeyi,10.116117,3.569423
171817,Rinorea letouzeyi,10.116117,3.569423
171818,Rinorea letouzeyi,10.116117,3.569423
171819,Rinorea letouzeyi,10.055,3.91683
171820,Rinorea letouzeyi,10.488562,3.126125
171821,Rinorea letouzeyi,10.2,3.25
171822,Rinorea letouzeyi,10.2,3.25
171823,Rinorea letouzeyi,11.035159,3.816869
171824,Rinorea letouzeyi,9.85,2.433333
171825,Rinorea letouzeyi,9.75,3.66667
171826,Rinorea letouzeyi,9.85,2.433333
171827,Rinorea letouzeyi,10.08333,2.25
171828,Rinorea letouzeyi,10,2.2
171829,Rinorea letouzeyi,10.14567,3.416167
171830,Aframomum hirsutum,13.3667,-5.51667
171831,Aframomum hirsutum,12.8333,-1
171832,Aframomum hirsutum,12.65,-4.583333333
171833,Aframomum hirsutum,13.5,-5.316667
171834,Aframomum hirsutum,13.36667,-5.516667
171835,Aframomum hirsutum,13.36667,-5.516667
171836,Aframomum hirsutum,12.91667,-1.166667
171837,Aframomum hirsutum,13.16667,-2.75
171838,Aframomum hirsutum,12.55,-4.1
171839,Aframomum hirsutum,16.35,-3.683333
171840,Aframomum hirsutum,13.28333,-3.333333
171841,Aframomum hirsutum,13.23333,-3.25
171842,Aframomum hirsutum,14.08333,-4.066667
171574,Amphiblemma letouzeyi,10.2667,3.16667
171575,Amphiblemma letouzeyi,10.2667,3.16667
171576,Calvoa sitaeana,14.1667,-3.23333
171587,Memecylon simulans,10.4167,3.08333
171588,Memecylon simulans,10.11528,3.035833
171589,Memecylon arcuatomarginatum,10.0333,3.18333
171590,Memecylon arcuatomarginatum,9.9,2.85
171591,Memecylon arcuatomarginatum,10.0333,3.18333
171592,Memecylon arcuatomarginatum,9.96667,3.03333
171593,Memecylon arcuatomarginatum,9.96667,3
171594,Memecylon arcuatomarginatum,9.96667,3.03333
171595,Memecylon arcuatomarginatum,9.96667,3
171596,Memecylon arcuatomarginatum,10,3.16667
171597,Memecylon collinum,11.459343,3.928303
171598,Octolobus zenkeri,11.27222,2.7163
171599,Memecylon klaineanum,11.606528,-0.1084
171602,Memecylon klaineanum,11.83528,-4.61889
171603,Memecylon klaineanum,15.228915,-4.307543
171604,Memecylon klaineanum,15.281737,-4.254498
171605,Memecylon virescens,10.0333,3.18333
171607,Memecylon virescens,10.41667,3.1
171608,Memecylon virescens,10.4167,3.08333
171609,Memecylon virescens,10.4167,3.08333
171610,Memecylon virescens,9.890114,3.534757
171611,Memecylon virescens,10.4167,2.81667
171612,Memecylon virescens,11.3333,-3.83333
171613,Memecylon virescens,10.41667,3.1
171614,Memecylon virescens,9.83333,2.41667
171615,Memecylon virescens,10.4167,3.08333
171617,Warneckea bebaiensis,13.25,-0.8333333
171618,Warneckea mangrovensis,9.921667,2.983333
171619,Dacryodes igaganga,10.6167,-0.966667
171620,Dacryodes igaganga,12.4167,-5.01667
171621,Dacryodes igaganga,10.75,3.116667
171622,Dacryodes igaganga,10.75,3.116667
171623,Dacryodes igaganga,11.3,0.883333
171625,Dacryodes igaganga,10.6167,-0.233333
171626,Dacryodes igaganga,10.5667,-0.3
171627,Dacryodes igaganga,10.3,-0.7
171628,Dacryodes igaganga,10.6333,-1.05
171629,Dacryodes igaganga,12.8,0.5
171630,Dacryodes letestui,10.3839,0.6196
171631,Dacryodes letestui,10.4097,0.618889
171632,Dacryodes letestui,10.4097,0.618889
171633,Dacryodes letestui,10.4097,0.618889
171635,Dacryodes letestui,10.9333,-1.3
171636,Dacryodes letestui,10.9333,-1.3
171637,Dacryodes letestui,11.0333,-1.3
171638,Dacryodes letestui,10.4,-2.21667
171639,Dacryodes letestui,12.9742,-0.73289
171640,Dacryodes letestui,11.4167,-3
171641,Dacryodes letestui,11.6667,-2
171642,Dacryodes letestui,11.3833,-1.36667
171643,Dacryodes letestui,12.3,-1.41667
171644,Dacryodes letestui,12.3333,-1.71667
171647,Dacryodes letestui,10.3,0.4
171648,Dacryodes letestui,11.45,0.866667
171649,Dacryodes letestui,11.8333,-0.166667
171650,Dacryodes letestui,11.2167,-2.6
171651,Dacryodes letestui,11.1833,-2.68333
171652,Dacryodes letestui,10.75,0.05
171653,Dacryodes letestui,10.9061,-1.2625
171654,Dacryodes letestui,10.8994,-1.2764
171655,Dacryodes letestui,10.8931,-1.2744
171656,Dacryodes letestui,10.8975,-1.2719
171657,Dacryodes letestui,11.1061,-0.5875
171658,Dacryodes letestui,11.1061,-0.5875
171659,Dacryodes letestui,11.85,-0.016667
171661,Dacryodes letestui,11.2795,-1.22639
171662,Dacryodes heterotricha,11.3004,-1.22045
171664,Dacryodes letestui,10.4333,0.833333
171665,Dacryodes letestui,11.55,-0.5
171666,Dacryodes letestui,11.15,0.683333
171667,Dacryodes villiersiana,11.3681,-1.60389
171668,Dacryodes letestui,11.3681,-1.60389
171669,Dacryodes letestui,11.3685,-1.6024
171670,Dacryodes letestui,11.3718,-1.60213
171671,Dacryodes letestui,11.3606,-1.60921
171672,Dacryodes letestui,9.616666667,1.35
171673,Dacryodes letestui,11.5833,-1.75
171674,Dacryodes letestui,11.5833,-1.63333
171675,Dacryodes letestui,11.7,-1.85
171676,Dacryodes letestui,10.5,0.866666667
171677,Dacryodes letestui,11.5,-3
171678,Dacryodes letestui,14.935742,-4.313413
171679,Dacryodes letestui,14.9,-5.45
171681,Dacryodes letestui,13.067366,-4.741899
171683,Monanthotaxis couvreurii,11.28567,3.656
171684,Monanthotaxis couvreurii,11.28567,3.656
171685,Monanthotaxis couvreurii,11.28567,3.656
171686,Monanthotaxis zenkeri,10.4167,3.08333
171687,Nephthytis mayombensis,12.11667,-4.416667
171688,Nephthytis mayombensis,11.3333,-3.83333
171718,Marantochloa montsdecristalii,10.40265,0.61425
171719,Hypselodelphys lopei,11.60507,0.2051333
171720,Hypselodelphys lopei,11.70862,0.2850667
171722,Campylospermum lecomtei,12.122921,-4.068567
171723,Campylospermum lecomtei,12.83333,-4.8
171724,Campylospermum lecomtei,12.76667,-4.65
171725,Campylospermum lecomtei,12.76667,-4.65
171726,Campylospermum lecomtei,11.92,-4.18
171727,Campylospermum lecomtei,12.43333,-4.233333
171728,Campylospermum lecomtei,12.36667,-4.133333
171729,Campylospermum lecomtei,12.43333,-4.233333
171730,Campylospermum lecomtei,12.43333,-4.233333
171731,Campylospermum lecomtei,12.43333,-4.233333
171732,Campylospermum lecomtei,12.1,-4.533333
171733,Campylospermum lecomtei,11.95,-4.116667
171734,Campylospermum lecomtei,12.56667,-4.2
171735,Campylospermum lecomtei,11.95,-4.116667
171736,Campylospermum lecomtei,12.13333,-4.35
171737,Campylospermum lecomtei,12.36667,-4.366667
171738,Campylospermum lecomtei,12.36667,-4.366667
171739,Campylospermum lecomtei,12.18333,-4.016667
171740,Campylospermum lecomtei,13.63333,-3.683333
171741,Campylospermum lecomtei,13.63333,-3.383333
171742,Campylospermum lecomtei,13.5,-3.75
171743,Campylospermum lecomtei,13.58333,-3.75
171744,Campylospermum lecomtei,13.361554,-3.725544
171745,Campylospermum lecomtei,14.43333,-3.966667
171746,Campylospermum lecomtei,14.5,-3.883333
171747,Campylospermum lecomtei,13.06667,-5.633333
171748,Campylospermum lecomtei,13.06667,-5.633333
171749,Campylospermum lecomtei,13.06667,-5.633333
171750,Campylospermum lecomtei,13.06667,-5.633333
171751,Campylospermum lecomtei,13.11667,-5.566667
171752,Campylospermum lecomtei,13.06667,-5.633333
171753,Campylospermum lecomtei,14.86667,-5.25
171754,Campylospermum lecomtei,13.06667,-5.633333
171755,Campylospermum lecomtei,13.36667,-5.516667
171756,Campylospermum lecomtei,13.06667,-5.633333
171757,Campylospermum lecomtei,13.05,-5.483333
171758,Campylospermum lecomtei,13.06667,-5.633333
171759,Campylospermum lecomtei,13.06667,-5.633333
171760,Campylospermum lecomtei,13.11667,-4.766667
171761,Campylospermum lecomtei,12.95,-5.383333
171762,Campylospermum lecomtei,15.1,-5.133333
171763,Campylospermum lecomtei,15.55,-4.05
171764,Conchograecum gereauanum,11.75881,-1.62353
171765,Conchograecum gereauanum,11.75881,-1.62353
171766,Conchograecum gereauanum,11.75881,-1.62353
171767,Conchograecum gereauanum,11.75881,-1.62353
171768,Conchograecum gereauanum,11.75881,-1.62353
171769,Conchograecum gereauanum,11.75881,-1.62353
171770,Conchograecum geerinckianum,11.021,-0.45714
171771,Taeniorrhiza gabonensis,11.8833,-1.8
171772,Conchograecum lanceolatum,10.036271,3.3624
171802,Ardisia comosa,13.8667,-4.45
171803,Ardisia comosa,15.0333,-4.51667
171804,Ardisia comosa,15.2833,-4.25
171808,Vepris araliopsioides,11.1167,2.21667
171809,Vepris araliopsioides,10.6313,2.36625
171810,Vepris araliopsioides,10.247026,2.265848
171940,Globulostylis leniochlamys,10.5392,3.18175
171941,Globulostylis leniochlamys,10.536,3.1943
171942,Globulostylis leniochlamys,10.7209,3.35029
171946,Globulostylis leniochlamys,10.557,3.17676
171947,Globulostylis leniochlamys,10.65,3.32278
171948,Globulostylis leniochlamys,10.4102,3.0775
171949,Globulostylis leniochlamys,10.4102,3.0775
171950,Globulostylis leniochlamys,10.4102,3.0775
171951,Globulostylis leniochlamys,10.4102,3.0775
171952,Artabotrys lastoursvillensis,12.05,-1.16667
171953,Artabotrys lastoursvillensis,12.8,0.5
171954,Hunteria oxyantha,13.3,-0.883333
171955,Hunteria oxyantha,13.2833,-0.783333
171956,Hunteria oxyantha,12.8333,0.533333
171957,Hunteria oxyantha,12.75,0.5
171958,Hunteria oxyantha,12.75,0.5
171959,Hunteria oxyantha,12.7833,0.5
171960,Hunteria oxyantha,12.75,0.5
171843,Aframomum rotundum,11.875333,-0.8225
171844,Aframomum rotundum,11.9,-0.6833333
171845,Aframomum rotundum,11.9,-0.6833333
171846,Aframomum rotundum,11.9,-0.6833333
171847,Aframomum rotundum,11.9,-0.6833333
171856,Diospyros whitei,14.81667,0.5
171857,Diospyros whitei,14.81667,0.5
175183,Vangueriella georgesii,11.8092,-1.17564
175184,Vangueriella georgesii,11.8,-1.13333
175187,Vangueriella letestui,11.5833,1.58333
175188,Vangueriella letestui,10.016667,2.8
175189,Vangueriella letestui,10.4167,3.08333
175190,Vangueriella letestui,9.8,1.666666667
175191,Vangueriella olacifolia,10.8333,-0.416667
175192,Vangueriella olacifolia,13,-0.666667
175193,Vangueriella olacifolia,11.9167,-0.683333
175194,Vangueriella olacifolia,12.7271,-0.23614
175195,Vangueriella olacifolia,12.2635,-0.591167
175196,Vangueriella olacifolia,9.43333,0.433333
175197,Vangueriella olacifolia,9.43333,0.433333
175198,Vangueriella olacifolia,12.21666667,-1.3
175201,Vangueriella olacifolia,9.43333,0.433333
175202,Vangueriella olacifolia,9.43333,0.433333
175203,Vangueriella olacifolia,9.94638,0.92166
175204,Vangueriella soyauxii,12.53333333,-4.133333333
175205,Vangueriella soyauxii,10.75,-0.083333
175206,Vangueriella soyauxii,13,-0.666667
175207,Vangueriella soyauxii,13.1333,-0.833333
175208,Vangueriella soyauxii,11.9167,-0.683333
175209,Vangueriella soyauxii,11.9167,-0.683333
175210,Vangueriella soyauxii,12.9667,-0.733333
175211,Vangueriella soyauxii,10.5506,-0.775556
175212,Vangueriella soyauxii,10.3217,-1.16639
175213,Vangueriella soyauxii,10.4917,-2.38333
175214,Vangueriella soyauxii,11,-2.83333
175215,Vangueriella soyauxii,10.6667,-1.03333
175216,Vangueriella soyauxii,10.9167,-1.66667
175217,Vangueriella soyauxii,9.48333,0.4167
175218,Vangueriella soyauxii,11.5667,-0.216667
175219,Vangueriella soyauxii,11.4483,-2.04167
175220,Vangueriella soyauxii,11.9918,-1.96333
175221,Vangueriella soyauxii,12.55,-4.766666667
175222,Vangueriella soyauxii,12.53333333,-4.133333333
186361,Crotonogyne zenkeri,9.9,2.9
186362,Crotonogyne zenkeri,10.06666667,2.85
186363,Crotonogyne zenkeri,10.13333333,2.8
186654,Allexis batangae,9.966667,3.016667
186655,Amphiblemma cuneatum,9.96667,1.43333
171858,Diospyros whitei,16.692,1.302
171859,Diospyros whitei,14.86667,0.6833333
171860,Diospyros whitei,14.81667,0.5
171967,Hunteria oxyantha,10.6667,-2.5
171968,Globulostylis leniochlamys,10.64861,3.324444
171970,Hunteria oxyantha,12.3333,-4.36667
171981,Schefflerodendron gilbertianum,14.8667,0.633333
171982,Schefflerodendron gilbertianum,14.8383,0.891944
171983,Schefflerodendron gilbertianum,18,-0.83333
171984,Schefflerodendron gilbertianum,18.0667,-0.75
171985,Schefflerodendron gilbertianum,18,-0.83333
171986,Schefflerodendron gilbertianum,18.0667,-0.75
174753,Millettia geerinckiana,11.9,-0.683333
174754,Millettia geerinckiana,11.9,-0.683333
174755,Millettia geerinckiana,11.9,-0.683333
174756,Millettia geerinckiana,11.9167,-0.683333
174757,Millettia geerinckiana,11.9167,-0.683333
174758,Millettia geerinckiana,11.9167,-0.683333
174759,Millettia geerinckiana,11.9,-0.683333
174760,Millettia goossensii,12.5633,-0.185389
174761,Millettia goossensii,12.8667,-4.86667
174762,Millettia goossensii,12.8667,-4.86667
174764,Millettia lastoursvillensis,11.0486,0.061694
174765,Millettia lastoursvillensis,11.6,0.5
174766,Millettia lastoursvillensis,13,-0.666667
174767,Millettia lastoursvillensis,13,-0.666667
174768,Millettia lastoursvillensis,13.25,-0.833333
174769,Millettia lastoursvillensis,12.9833,-0.7
174770,Millettia lastoursvillensis,13,-0.666667
174771,Millettia lastoursvillensis,11.9333,-0.1
174772,Millettia lastoursvillensis,11,-2.83333
174773,Millettia lastoursvillensis,12.8333,-1
174774,Millettia lastoursvillensis,11.3833,0.7
174775,Millettia lastoursvillensis,11.9167,-0.283333
174776,Millettia lastoursvillensis,11.0489,0.061833
174777,Millettia lastoursvillensis,12.8333,-0.816667
174778,Millettia lastoursvillensis,11.5,-0.416667
174779,Millettia lastoursvillensis,11.5,-0.416667
174780,Millettia lastoursvillensis,13.05,-0.766667
174781,Millettia lastoursvillensis,13.05,-0.766667
174782,Millettia lastoursvillensis,11.7483,-0.631667
174783,Millettia lastoursvillensis,12.9713,-0.7385
174784,Millettia lastoursvillensis,13.0182,-0.741667
174785,Millettia lastoursvillensis,13.3167,-1.68333
174786,Millettia lastoursvillensis,11.9167,-0.683333
174787,Millettia lastoursvillensis,13.58333333,-1.633333333
174788,Millettia letestui,11,-2.83333
174789,Millettia letestui,11,-2.83333
174790,Millettia oyemensis,11.1333,2.81667
174791,Millettia oyemensis,11.5833,1.58333
174792,Millettia viridiflora,13.0833,-1.75
174793,Millettia viridiflora,13.8945,-1.86722
174794,Millettia viridiflora,13.9167,-1.61667
174795,Dalbergiella gossweileri,11.493732,2.07675
174796,Daniellia pilosa,13.0667,-5.63333
174797,Daniellia pilosa,13.0667,-5.63333
174798,Daniellia pilosa,13.0667,-5.63333
174799,Daniellia pilosa,13.05,-5.633333
174800,Daniellia pilosa,14.83333,0.8833333
174801,Daniellia pilosa,9.56667,0.4
174802,Daniellia pilosa,9.56667,0.4
174803,Daniellia pilosa,11,-2.833333333
174804,Daniellia pilosa,10.45,0.5666667
174805,Daniellia pilosa,10.18333,0.866667
174806,Daniellia pilosa,10.183333,0.433333
174807,Daniellia soyauxii,9.48333,0.416667
174809,Salacia arenicola,11.80628,-4.699694
174810,Salacia arenicola,9.93333,-2.7
174811,Salacia arenicola,10.063,-2.766667
174812,Salacia arenicola,11.32667,-4.06417
174813,Salacia arenicola,11.9475,-4.91972
174814,Salacia arenicola,11.97461,-4.976222
174815,Salacia arenicola,11.692056,-4.449972
174816,Salacia arenicola,11.2539,-4.02806
174817,Salacia arenicola,11.5361,-4.27692
174818,Salacia arenicola,11.80675,-4.698944
174819,Salacia arenicola,11.7787,-4.51492
174820,Salacia arenicola,11.46772,-4.210961
174821,Salacia arenicola,11.75956,-4.499444
174822,Salacia arenicola,11.98508,-4.991194
174823,Salacia arenicola,11.75,-4.466667
174834,Bertiera rosseeliana,9.833333,1.566667
174835,Bertiera rosseeliana,9.933333,1.333333
174836,Bertiera rosseeliana,9.933333,1.366667
174837,Bertiera heterophylla,10.78333333,2.7
174838,Bertiera lanx,11.36755,-1.60662
174839,Bertiera rosseeliana,10.53866667,2.75
174840,Bertiera rosseeliana,10.53866667,2.75
174841,Bertiera rosseeliana,10.53866667,2.75
174842,Bertiera rosseeliana,10.53866667,2.75
174843,Bertiera rosseeliana,10.53866667,2.75
174844,Bertiera rosseeliana,10.53866667,2.75
174845,Bertiera rosseeliana,10.78333333,2.7
174846,Bertiera rosseeliana,10.78333333,2.7
174847,Bertiera rosseeliana,10.78333333,2.7
174848,Bertiera rosseeliana,10.78333333,2.7
174849,Bertiera rosseeliana,10.00436,2.79957
174850,Bertiera rosseeliana,10.26,2.70775
174851,Bertiera sphaerica,11.9,-0.683333
174853,Bertiera sphaerica,10.2913,1.66015
174854,Bertiera batesi var. thollonii,11.36755,-1.60662
174855,Bertiera batesi var. thollonii,11.95,-4.11667
174856,Impatiens mackeyana subsp. Claeri,11.90972,-0.6775
174857,Impatiens mackeyana subsp. Claeri,11.90972,-0.6775
174862,Pauridiantha barbata,10.533333,-2.666667
174863,Pauridiantha barbata,12.13103,-4.097424
174864,Pauridiantha longistipula,10.4,0.6
174865,Pauridiantha longistipula,10.2833,0.45
174866,Pauridiantha longistipula,10.2833,0.45
174867,Pauridiantha longistipula,10.3667,0.666667
174868,Pauridiantha longistipula,10.3667,0.666667
174869,Pauridiantha triflora,11.37135,-1.602333
174871,Pauridiantha crystallina,10.2,0.8833333
174872,Pauridiantha letestuana,10.39833,-2.135
174873,Pauridiantha makakana,10.50381,3.24131
174874,Pauridiantha makakana,10.58473,3.23114
174875,Pauridiantha makakana,10.50373,3.24133
174876,Pauridiantha micrantha,10.4,0.6166667
174882,Pauridiantha siderophila,11.422159,0.58448
174884,Pauridiantha mayumbensis,11.3833,0.7
174885,Pauridiantha mayumbensis,12.7,-0.833333
174886,Pauridiantha mayumbensis,12.41667,-0.25
174887,Pauridiantha mayumbensis,11.95,-4.11667
174888,Pauridiantha mayumbensis,15.0333,-4.51667
174889,Pauridiantha mayumbensis,10.75,-0.183333
174890,Pauridiantha mayumbensis,12.18333,-4.01667
174891,Pauridiantha mayumbensis,11.617486,-3.719561
174892,Pauridiantha mayumbensis,13.26667,-3.3
174893,Pauridiantha mayumbensis,12.094031,-4.099411
174894,Pauridiantha mayumbensis,12.7167,-1.01667
174896,Pauridiantha mayumbensis,12.43944,-4.23139
174898,Pauridiantha mayumbensis,14.6667,-4.7
174900,Pauridiantha mayumbensis,12.3833,-4.18333
174901,Pauridiantha mayumbensis,12.3333,-4.2
174902,Pauridiantha mayumbensis,12.3333,-4.2
174903,Pauridiantha mayumbensis,12.3667,-4.36667
174904,Pauridiantha mayumbensis,9.916667,-1.916667
174905,Pauridiantha mayumbensis,9.916667,-1.9
174906,Sabicea mabouniensis,10.5981111,-0.7165833
174909,Pseudartabotrys letestui,9.91666,-1.91666
174973,Veyretella hetaerioides,10.5452777,-0.7755556
187044,Psychotria solfiana subsp. Fleuryana,10.25,-0.6833333
187045,Psychotria solfiana subsp. Fleuryana,10.53333,-0.3
187046,Psychotria solfiana subsp. Fleuryana,11.88333,0.08333333
174974,Veyretella hetaerioides,10.5452777,-0.7758334
174975,Veyretella hetaerioides,10.543611,-0.765
174976,Veyretella hetaerioides,10.545278,-0.7675
174977,Veyretella hetaerioides,10.66667,-1.25
174978,Veyretella hetaerioides,10.601222,-0.716972
174979,Veyretella hetaerioides,10.5486111,-0.7641667
174980,Veyretella hetaerioides,10.569528,-0.794028
174981,Veyretella hetaerioides,10.515583,-0.770278
174982,Veyretella hetaerioides,10.547556,-0.777083
174983,Veyretella hetaerioides,10.547778,-0.778972
174984,Veyretella hetaerioides,10.2768,0.468497
174985,Thaumatococcus flavus,10.5503611,-0.7575278
175114,Palisota bogneri,9.883333,-1.9
175115,Palisota bogneri,9.866667,-1.95
175118,Palisota bogneri,10.5,-2.8
175119,Palisota bogneri,14.5,1.066667
175120,Palisota bogneri,11.766667,-1.394444
175121,Palisota bogneri,9.866667,-1.916667
174910,Pseudartabotrys letestui,10.5,-2.68333
174911,Pseudartabotrys letestui,9.8833333,-1.9666667
174912,Pseudartabotrys letestui,9.471472,-0.792444
174913,Pseudartabotrys letestui,9.492972,-0.791278
174914,Pseudartabotrys letestui,9.452,-0.839194
174915,Pseudartabotrys letestui,10.033194,-0.478056
174916,Pseudartabotrys letestui,9.83953,-1.91653
174917,Pseudartabotrys letestui,9.91667,-1.91667
174918,Pseudartabotrys letestui,9.83333,-1.98333
174919,Pseudartabotrys letestui,9.88333,-1.95
174920,Pseudartabotrys letestui,11,-2.83333
174921,Pseudartabotrys letestui,9.88333,-1.95
174922,Pseudartabotrys letestui,9.86667,-1.93333
